      # File         Hex       Zrank         RMS    IS-Score      IS-RMS     IS-iRMS
       5_24_0016.pdb  -238.41000     5.37962     8.21000     0.14490     4.72900     0.54000
       5_24_0017.pdb  -236.64999   -21.45810    12.65000     0.13930     6.25100     0.94000
       5_24_0018.pdb  -235.22000   -18.26560    13.19000     0.16180     5.30300     0.54000
       5_24_0019.pdb  -235.17000    -2.73953     6.97000     0.21460     3.51900     1.91000
       5_24_0020.pdb  -234.21001    24.59880    11.99000     0.18970     5.15500     0.97000
       5_24_0021.pdb  -232.42000   -13.32870    10.34000     0.15290     3.43100     0.49000
       5_24_0022.pdb  -228.00000    -6.94380    10.69000     0.14380     4.60200     0.49000
       5_24_0023.pdb  -227.59000    -3.58966    20.04000     0.08700     8.12200     0.49000
       5_24_0024.pdb  -225.72000    36.43020     8.56000     0.25260     3.04100     0.54000
       5_24_0025.pdb  -223.80000   -18.80210    10.87000     0.18800     4.15300     0.54000
       5_24_0026.pdb  -223.77000    54.76720     8.35000     0.12250     4.59700     0.49000
       5_24_0027.pdb  -223.63000   -36.42110    21.06000     0.08060     9.28600     1.00000
       5_24_0028.pdb  -222.78999     2.68440     5.86000     0.18830     4.12600     0.54000
       5_24_0029.pdb  -222.78999   -23.04860     9.64000     0.16290     4.22400     0.54000
       5_24_0030.pdb  -221.23000   -13.92500     7.02000     0.31720     2.70500     1.61000
       5_24_0031.pdb  -218.00999   -10.11050    12.13000     0.10400     5.20900     0.54000
       5_24_0032.pdb  -217.78000    -7.38792     8.46000     0.09630     4.77200     0.49000
       5_24_0033.pdb  -216.99001   -33.05620    10.35000     0.08950     4.86200     0.49000
       5_24_0034.pdb  -214.20000   -12.60360     9.80000     0.13620     5.36800     0.49000
       5_24_0035.pdb  -213.19000   -22.60070    11.90000     0.08830     5.31900     0.49000
       5_24_0036.pdb  -212.61000   -22.52470    13.82000     0.13100     6.53700     0.49000
       5_24_0037.pdb  -212.17000   -15.70190    11.08000     0.20720     4.14400     1.16000
       5_24_0038.pdb  -211.50000   -26.38590    11.43000     0.13480     4.63800     0.49000
       5_24_0039.pdb  -210.84000    14.42070    14.85000     0.18290     6.40400     1.29000
       5_24_0040.pdb  -210.07001   -16.10910    21.66000     0.07790    10.33000     1.48000
       5_24_0041.pdb  -209.85001   -18.37910    21.51000     0.13060     9.83700     0.64000
       5_24_0042.pdb  -209.64999    14.71120    16.13000     0.10720     6.48800     0.49000
       5_24_0043.pdb  -207.17999     0.78064    11.95000     0.30120     3.35700     1.16000
       5_24_0044.pdb  -205.48000   -19.63410    22.39000     0.12300    10.05400     0.58000
       5_24_0045.pdb  -205.07001   -29.42750    20.57000     0.12480     9.66900     1.11000
       5_24_0046.pdb  -204.71001   -23.85610    18.73000     0.12360     7.99200     1.24000
       5_24_0047.pdb  -204.03999   -31.12980    11.72000     0.16420     5.30800     1.35000
       5_24_0048.pdb  -203.88000   -15.23390    14.51000     0.11830     6.92600     0.49000
       5_24_0049.pdb  -203.78000   -15.35440    21.31000     0.12510     9.18800     1.25000
       5_24_0050.pdb  -203.39999   -26.73730    11.77000     0.07930     5.56200     0.54000
       5_24_0051.pdb  -202.74001   -27.51950    13.00000     0.16700     5.21800     1.31000
       5_24_0052.pdb  -202.36000    -7.59857    10.48000     0.31390     3.36700     1.10000
       5_24_0053.pdb  -202.27000     1.23597    19.22000     0.09580     8.38000     0.49000
       5_24_0054.pdb  -202.17999    -8.55320    12.80000     0.13790     5.02000     0.89000
       5_24_0055.pdb  -200.69000    -2.48232     6.95000     0.14930     3.54400     0.49000
       5_24_0056.pdb  -200.24001    37.01780    15.80000     0.20740     5.38900     0.96000
       5_24_0057.pdb  -200.03000   -30.71970     9.68000     0.10160     4.75100     1.63000
       5_24_0058.pdb  -199.92999   -26.10510    21.88000     0.13890     9.65600     1.25000
       5_24_0059.pdb  -199.73000   -18.51200    11.82000     0.16750     5.09500     0.54000
       5_24_0060.pdb  -199.09000   -18.26500    16.02000     0.13310     7.06000     1.27000
       5_24_0061.pdb  -199.00000   -44.94780     4.20000     0.40170     1.27400     1.27000
       5_24_0062.pdb  -198.71001   -14.99030    19.98000     0.11240     8.40900     1.73000
       5_24_0063.pdb  -198.44000   -12.99160    11.35000     0.19120     3.00000     1.83000
       5_24_0064.pdb  -198.42999    -9.61663    18.54000     0.12040     7.74400     1.32000
       5_24_0065.pdb  -198.08000   -43.48470    21.65000     0.11720     9.68200     0.77000
       5_24_0066.pdb  -197.73000   -12.75500     5.51000     0.24830     1.82500     1.82000
       5_24_0067.pdb  -197.64000    -9.01649    13.39000     0.11560     6.15000     2.06000
       5_24_0068.pdb  -197.03999   -11.69150    19.38000     0.08100     8.05200     1.11000
       5_24_0069.pdb  -196.87000    30.17910     5.39000     0.33760     2.33500     1.85000
       5_24_0070.pdb  -196.57001    38.94980    16.51000     0.19080     5.41300     0.73000
       5_24_0071.pdb  -195.77000    -5.81140    10.52000     0.12730     4.98500     0.54000
       5_24_0072.pdb  -195.32001    21.31820    20.54000     0.14640     8.95100     1.48000
       5_24_0073.pdb  -193.67999   -31.17190    20.04000     0.09910     8.66400     0.58000
       5_24_0074.pdb  -192.52000   -15.72540    15.21000     0.08900     5.16900     1.08000
       5_24_0075.pdb  -192.41000   -36.15930     6.82000     0.13180     4.43700     1.03000
       5_24_0076.pdb  -192.06000    -4.82555    14.54000     0.12980     5.68600     1.72000
       5_24_0077.pdb  -191.95000   -30.83830    19.03000     0.17520     6.65400     0.54000
       5_24_0078.pdb  -191.67999    -4.25256    18.55000     0.11240     9.08200     0.49000
       5_24_0079.pdb  -190.36000   -22.97540    11.40000     0.16530     5.51500     1.31000
       5_24_0080.pdb  -190.14999    -7.09016    20.14000     0.09460     8.99300     1.48000
       5_24_0081.pdb  -189.91000     2.38332    12.32000     0.18520     4.42000     0.95000
       5_24_0082.pdb  -189.53000     3.84055     7.46000     0.14750     4.32700     0.92000
       5_24_0083.pdb  -189.38000   -14.58580     7.80000     0.22490     3.68800     1.53000
       5_24_0084.pdb  -189.06000   -30.50440    18.48000     0.13670     7.39900     0.84000
       5_24_0085.pdb  -187.69000   -24.44460    11.93000     0.18710     5.25100     0.54000
       5_24_0086.pdb  -187.53000   -13.51750    16.91000     0.18740     6.68200     1.46000
       5_24_0087.pdb  -187.41000    17.22460    15.11000     0.13710     6.49800     1.01000
       5_24_0088.pdb  -186.77000   -10.07540    12.43000     0.13450     6.64800     1.43000
       5_24_0089.pdb  -185.42999    -2.14916    11.81000     0.06360     5.10900     3.16000
       5_24_0090.pdb  -184.87000   -14.28790    13.47000     0.08700     6.08300     0.54000
       5_24_0091.pdb  -184.61000   -20.09550    11.47000     0.15820     4.56100     0.54000
       5_24_0092.pdb  -183.81000    18.81650     9.54000     0.08700     5.69000     0.54000
       5_24_0093.pdb  -183.73000    -8.74325     9.93000     0.21860     4.60800     1.25000
       5_24_0094.pdb  -183.46001   -14.12990    15.94000     0.11920     6.59600     2.02000
       5_24_0095.pdb  -182.94000     9.78178     5.40000     0.17960     3.14600     0.49000
       5_24_0096.pdb  -181.81000   -34.82560    20.76000     0.14320     8.91200     0.94000
       5_24_0097.pdb  -181.38000   -23.00040    18.29000     0.12230     7.16500     1.27000
       5_24_0098.pdb  -181.16000   -19.55060    18.16000     0.08100     7.61300     0.89000
       5_24_0099.pdb  -180.95000   -22.28330    22.42000     0.12590     9.85600     1.08000
       5_24_0100.pdb  -180.67000   -19.68720    17.47000     0.12670     6.84900     0.83000
      # File         Hex       Zrank         RMS    IS-Score      IS-RMS     IS-iRMS
       7_24_0001.pdb  -321.01001   -14.37830     8.33000     0.16470     4.72400     0.52000
       7_24_0002.pdb  -301.31000    -8.94548    14.53000     0.18010     5.30400     1.36000
       7_24_0003.pdb  -284.98001   -67.35950     1.99000     0.55210     0.70800     0.71000
       7_24_0004.pdb  -268.63000   -41.73050    22.67000     0.11660    10.06400     0.98000
       7_24_0005.pdb  -267.95001     6.51960     9.05000     0.20540     4.37300     1.25000
       7_24_0006.pdb  -266.53000   -39.97570    13.73000     0.14300     5.88000     0.49000
       7_24_0007.pdb  -261.67999   -25.37280    12.65000     0.16280     6.26300     1.22000
       7_24_0008.pdb  -255.94000   -27.62360    15.46000     0.12030     6.34400     1.18000
       7_24_0009.pdb  -254.09000    79.92000    11.92000     0.16610     5.50600     1.08000
       7_24_0010.pdb  -250.55000    -6.00160     9.54000     0.11950     4.42100     0.94000
       7_24_0011.pdb  -246.22000   -26.04830    22.15000     0.07760     9.52500     1.35000
       7_24_0012.pdb  -244.66000    -5.77611     6.96000     0.21490     3.47400     1.90000
       7_24_0013.pdb  -243.89999   -25.16360    12.26000     0.18010     4.21200     0.52000
       7_24_0014.pdb  -243.27000   -18.37430    12.11000     0.14210     5.25300     0.87000
       7_24_0015.pdb  -243.20000   -32.44810    11.08000     0.13710     4.56600     0.49000
       7_24_0016.pdb  -242.77000   -37.73990    20.92000     0.14400     9.34700     0.72000
